model,run,persona_type,persona_id,subgroup,accuracy,f1_weighted,f1_macro,mean_error,mean_absolute_error,hate_over_flagging_rate,offensive_over_flagging_rate,offensive_to_hate_rate,n_samples
gpt_oss_120b,r3,persona,asian,race_ethnicity,0.6140350877192983,0.5566247307462173,0.44463356627856016,0.47953216374269003,0.5730994152046783,0.6078431372549019,0.13725490196078433,0.7777777777777778,171
gpt_oss_120b,r3,persona,christian,race_ethnicity,0.6140350877192983,0.5565896508452056,0.4559326788218794,0.49122807017543857,0.5614035087719298,0.5882352941176471,0.21568627450980393,0.7037037037037037,171
gpt_oss_120b,r3,persona,muslim,race_ethnicity,0.6081871345029239,0.5543287566742945,0.4356280193236715,0.47953216374269003,0.5497076023391813,0.5294117647058824,0.23529411764705882,0.8148148148148148,171
gpt_oss_120b,r3,persona,jewish,race_ethnicity,0.6081871345029239,0.5661234985665465,0.46223299457130307,0.4093567251461988,0.5497076023391813,0.49019607843137253,0.27450980392156865,0.6666666666666666,171
gpt_oss_120b,r3,persona,atheist,race_ethnicity,0.6140350877192983,0.5581664759725401,0.4529891304347826,0.47953216374269003,0.5614035087719298,0.5686274509803921,0.21568627450980393,0.7407407407407407,171
gpt_oss_120b,r3,persona,hindu,race_ethnicity,0.6257309941520468,0.5850594537901039,0.46950043420631654,0.4152046783625731,0.49707602339181284,0.4117647058823529,0.3333333333333333,0.7037037037037037,171
gpt_oss_120b,r3,baseline,baseline,religion,0.6732673267326733,0.6599697469746975,0.48935185185185187,0.297029702970297,0.4752475247524752,0.34285714285714286,0.22857142857142856,0.7777777777777778,101
gpt_oss_120b,r3,persona,15,religion,0.6732673267326733,0.657148791802257,0.4805594405594406,0.3564356435643564,0.45544554455445546,0.34285714285714286,0.2857142857142857,0.7777777777777778,101
gpt_oss_120b,r3,persona,35,religion,0.6732673267326733,0.6526302937800657,0.4842950005665956,0.3465346534653465,0.48514851485148514,0.4,0.2,0.7777777777777778,101
gpt_oss_120b,r3,persona,65,religion,0.6831683168316832,0.6574897417920447,0.5157029033137214,0.40594059405940597,0.48514851485148514,0.45714285714285713,0.17142857142857143,0.7777777777777778,101
gpt_oss_120b,r3,persona,no_formal_education,religion,0.6831683168316832,0.6718819978087764,0.5245336059289547,0.32673267326732675,0.46534653465346537,0.37142857142857144,0.2,0.7777777777777778,101
gpt_oss_120b,r3,persona,high_school_education,religion,0.6534653465346535,0.6376707534676468,0.46537227569421397,0.38613861386138615,0.48514851485148514,0.4,0.2571428571428571,0.7777777777777778,101
gpt_oss_120b,r3,persona,higher_education,religion,0.6732673267326733,0.6597016844541598,0.4898989898989899,0.38613861386138615,0.46534653465346537,0.4,0.2,0.8888888888888888,101
gpt_oss_120b,r3,persona,male,religion,0.6732673267326733,0.6719580480512155,0.5193505223611755,0.31683168316831684,0.45544554455445546,0.34285714285714286,0.22857142857142856,0.7777777777777778,101
gpt_oss_120b,r3,persona,female,religion,0.6831683168316832,0.666419118692055,0.4988429183475622,0.36633663366336633,0.46534653465346537,0.42857142857142855,0.14285714285714285,0.7777777777777778,101
gpt_oss_120b,r3,persona,not_lonely,religion,0.6633663366336634,0.6497695718021936,0.5052176924228811,0.3069306930693069,0.504950495049505,0.37142857142857144,0.22857142857142856,0.7777777777777778,101
gpt_oss_120b,r3,persona,somewhat_lonely,religion,0.6534653465346535,0.6487505893446487,0.48778029730410677,0.32673267326732675,0.46534653465346537,0.3142857142857143,0.34285714285714286,0.6666666666666666,101
gpt_oss_120b,r3,persona,left-wing,religion,0.6732673267326733,0.6650021523891518,0.5151138716356107,0.36633663366336633,0.46534653465346537,0.4,0.2,0.7777777777777778,101
gpt_oss_120b,r3,persona,right-wing,religion,0.7128712871287128,0.7005350966690894,0.5258472742087439,0.32673267326732675,0.40594059405940597,0.34285714285714286,0.17142857142857143,0.7777777777777778,101
gpt_oss_120b,r3,persona,centrist,religion,0.7227722772277227,0.7190338831408449,0.5639295088113986,0.2871287128712871,0.38613861386138615,0.2857142857142857,0.2,0.7777777777777778,101
gpt_oss_120b,r3,persona,white,religion,0.6633663366336634,0.6452623450197659,0.48756278349374926,0.40594059405940597,0.46534653465346537,0.37142857142857144,0.3142857142857143,0.7777777777777778,101
gpt_oss_120b,r3,persona,black,religion,0.7128712871287128,0.7041377332347678,0.5312117503059975,0.3069306930693069,0.40594059405940597,0.3142857142857143,0.17142857142857143,0.8888888888888888,101
gpt_oss_120b,r3,persona,asian,religion,0.6831683168316832,0.65983041145402,0.4955716992342964,0.3465346534653465,0.48514851485148514,0.42857142857142855,0.14285714285714285,0.7777777777777778,101
gpt_oss_120b,r3,persona,christian,religion,0.6732673267326733,0.6598582983090875,0.5082466718294797,0.38613861386138615,0.46534653465346537,0.4,0.22857142857142856,0.7777777777777778,101
gpt_oss_120b,r3,persona,muslim,religion,0.6732673267326733,0.6607258261504876,0.4843502231072758,0.38613861386138615,0.44554455445544555,0.34285714285714286,0.2857142857142857,0.8888888888888888,101
gpt_oss_120b,r3,persona,jewish,religion,0.693069306930693,0.6848780866088109,0.5074921190406755,0.2871287128712871,0.42574257425742573,0.2857142857142857,0.2571428571428571,0.7777777777777778,101
gpt_oss_120b,r3,persona,atheist,religion,0.6732673267326733,0.6567319763601225,0.5071969106865508,0.37623762376237624,0.4752475247524752,0.4,0.22857142857142856,0.7777777777777778,101
gpt_oss_120b,r3,persona,hindu,religion,0.6831683168316832,0.6603824934732279,0.5158789386401327,0.4158415841584158,0.4752475247524752,0.45714285714285713,0.17142857142857143,0.7777777777777778,101
gpt_oss_120b,r3,baseline,baseline,other,0.5882352941176471,0.5869762641898865,0.5727095516569201,0.5411764705882353,0.5882352941176471,0.3125,0.22916666666666666,0.3888888888888889,85
gpt_oss_120b,r3,persona,15,other,0.5764705882352941,0.5759439629828463,0.5551451059925636,0.5294117647058824,0.5764705882352941,0.2708333333333333,0.2708333333333333,0.4444444444444444,85
gpt_oss_120b,r3,persona,35,other,0.5294117647058824,0.5280817320305122,0.5073217562493164,0.5647058823529412,0.6588235294117647,0.3125,0.2708333333333333,0.5,85
gpt_oss_120b,r3,persona,65,other,0.5529411764705883,0.5538440027963646,0.5271080928126769,0.5882352941176471,0.611764705882353,0.2916666666666667,0.2708333333333333,0.5555555555555556,85
gpt_oss_120b,r3,persona,no_formal_education,other,0.611764705882353,0.6161462825599447,0.588139459107201,0.5294117647058824,0.5764705882352941,0.3333333333333333,0.14583333333333334,0.4444444444444444,85
gpt_oss_120b,r3,persona,high_school_education,other,0.5058823529411764,0.5031908343928865,0.4870130379220861,0.6,0.6705882352941176,0.3125,0.3125,0.5,85
gpt_oss_120b,r3,persona,higher_education,other,0.5176470588235295,0.5123012367002137,0.48977978543195944,0.6470588235294118,0.6941176470588235,0.375,0.22916666666666666,0.5555555555555556,85
gpt_oss_120b,r3,persona,male,other,0.5294117647058824,0.5243353472681717,0.5197307763230684,0.5647058823529412,0.6352941176470588,0.2708333333333333,0.3541666666666667,0.4444444444444444,85
gpt_oss_120b,r3,persona,female,other,0.5294117647058824,0.5208466126388637,0.5147381320949432,0.6352941176470588,0.6823529411764706,0.375,0.25,0.4444444444444444,85
gpt_oss_120b,r3,persona,not_lonely,other,0.5529411764705883,0.5600943215856222,0.5262308896111713,0.5529411764705883,0.6,0.2708333333333333,0.2708333333333333,0.5555555555555556,85
gpt_oss_120b,r3,persona,somewhat_lonely,other,0.5764705882352941,0.5733135803856038,0.5618723641282725,0.5411764705882353,0.5882352941176471,0.2916666666666667,0.2708333333333333,0.3888888888888889,85
gpt_oss_120b,r3,persona,left-wing,other,0.5294117647058824,0.5222408963585433,0.5087301587301587,0.5647058823529412,0.6352941176470588,0.2916666666666667,0.3125,0.4444444444444444,85
gpt_oss_120b,r3,persona,right-wing,other,0.6470588235294118,0.6517277952572069,0.6291312291312291,0.4117647058823529,0.5058823529411764,0.2708333333333333,0.16666666666666666,0.2777777777777778,85
gpt_oss_120b,r3,persona,centrist,other,0.5294117647058824,0.5285360055950137,0.5145024387031291,0.5529411764705883,0.6235294117647059,0.2708333333333333,0.3333333333333333,0.4444444444444444,85
gpt_oss_120b,r3,persona,white,other,0.5882352941176471,0.5868036914896336,0.5722391230865808,0.5294117647058824,0.5764705882352941,0.2916666666666667,0.25,0.3888888888888889,85
gpt_oss_120b,r3,persona,black,other,0.611764705882353,0.6159057244279627,0.5969996604142945,0.4588235294117647,0.5294117647058824,0.25,0.25,0.3333333333333333,85
gpt_oss_120b,r3,persona,asian,other,0.5647058823529412,0.5644528779253638,0.5376344086021505,0.5647058823529412,0.611764705882353,0.3125,0.22916666666666666,0.5,85
gpt_oss_120b,r3,persona,christian,other,0.5647058823529412,0.5646852425180598,0.5376218323586744,0.5411764705882353,0.5882352941176471,0.2708333333333333,0.2708333333333333,0.5,85
gpt_oss_120b,r3,persona,muslim,other,0.5764705882352941,0.5740961590115499,0.5564687975646879,0.49411764705882355,0.5647058823529412,0.25,0.2916666666666667,0.3888888888888889,85
gpt_oss_120b,r3,persona,jewish,other,0.5647058823529412,0.5681864462892515,0.5471664719832926,0.4588235294117647,0.5529411764705883,0.20833333333333334,0.3333333333333333,0.3888888888888889,85
gpt_oss_120b,r3,persona,atheist,other,0.5882352941176471,0.5892075401910146,0.5658440834726485,0.5411764705882353,0.5882352941176471,0.3125,0.20833333333333334,0.4444444444444444,85
gpt_oss_120b,r3,persona,hindu,other,0.5294117647058824,0.5325681492109039,0.5025317358436742,0.5058823529411764,0.6,0.22916666666666666,0.3333333333333333,0.5,85
gpt_oss_120b,r3,baseline,baseline,none,0.40816326530612246,0.5144871889925547,0.294592757529591,0.8061224489795918,0.826530612244898,0.25842696629213485,0.3595505617977528,0.3333333333333333,294
gpt_oss_120b,r3,persona,15,none,0.41836734693877553,0.5291096251428115,0.29133044813625575,0.7959183673469388,0.8231292517006803,0.26591760299625467,0.3333333333333333,0.3888888888888889,294
gpt_oss_120b,r3,persona,35,none,0.41496598639455784,0.5280540304911577,0.28558332169947415,0.7959183673469388,0.8231292517006803,0.26217228464419473,0.33707865168539325,0.4444444444444444,294
gpt_oss_120b,r3,persona,65,none,0.391156462585034,0.505665730713921,0.27267135662937764,0.8571428571428571,0.8707482993197279,0.2883895131086142,0.33707865168539325,0.5555555555555556,294
gpt_oss_120b,r3,persona,no_formal_education,none,0.43197278911564624,0.5430455462911394,0.29816095055525327,0.7789115646258503,0.8061224489795918,0.26217228464419473,0.32209737827715357,0.3888888888888889,294
gpt_oss_120b,r3,persona,high_school_education,none,0.3877551020408163,0.5006494056664329,0.27227102336016634,0.8333333333333334,0.8537414965986394,0.26591760299625467,0.36329588014981273,0.5,294
gpt_oss_120b,r3,persona,higher_education,none,0.4013605442176871,0.5117731730634957,0.2812157973448296,0.826530612244898,0.8605442176870748,0.2883895131086142,0.3295880149812734,0.3333333333333333,294
gpt_oss_120b,r3,persona,male,none,0.3979591836734694,0.5118625217343471,0.27667971405133013,0.8061224489795918,0.8333333333333334,0.2546816479400749,0.36329588014981273,0.4444444444444444,294
gpt_oss_120b,r3,persona,female,none,0.4013605442176871,0.5186992398800608,0.2722935766159177,0.8333333333333334,0.8673469387755102,0.2958801498127341,0.3146067415730337,0.4444444444444444,294
gpt_oss_120b,r3,persona,not_lonely,none,0.41496598639455784,0.5282786033073517,0.2890652656596929,0.8231292517006803,0.8367346938775511,0.27715355805243447,0.3258426966292135,0.5,294
gpt_oss_120b,r3,persona,somewhat_lonely,none,0.40816326530612246,0.5197249090592978,0.28694376746884537,0.8027210884353742,0.8231292517006803,0.2546816479400749,0.35580524344569286,0.4444444444444444,294
gpt_oss_120b,r3,persona,left-wing,none,0.391156462585034,0.5112863445576693,0.2582632142953859,0.8605442176870748,0.8945578231292517,0.3146067415730337,0.299625468164794,0.5555555555555556,294
gpt_oss_120b,r3,persona,right-wing,none,0.41156462585034015,0.5291547812904172,0.2727874517149751,0.8095238095238095,0.8571428571428571,0.2958801498127341,0.299625468164794,0.3888888888888889,294
gpt_oss_120b,r3,persona,centrist,none,0.41496598639455784,0.529789199245362,0.2843044346621016,0.8027210884353742,0.8299319727891157,0.2696629213483146,0.3295880149812734,0.4444444444444444,294
gpt_oss_120b,r3,persona,white,none,0.4421768707482993,0.5539396478072874,0.30210139865754565,0.7789115646258503,0.8129251700680272,0.2808988764044944,0.29213483146067415,0.3333333333333333,294
gpt_oss_120b,r3,persona,black,none,0.4557823129251701,0.563610657310746,0.3258007692790301,0.6666666666666666,0.6938775510204082,0.1647940074906367,0.40074906367041196,0.2777777777777778,294
gpt_oss_120b,r3,persona,asian,none,0.41496598639455784,0.5347827195366865,0.27493047984231483,0.8197278911564626,0.8469387755102041,0.2883895131086142,0.30337078651685395,0.5555555555555556,294
gpt_oss_120b,r3,persona,christian,none,0.40476190476190477,0.5162071579281672,0.28420732244054897,0.8231292517006803,0.8435374149659864,0.27340823970037453,0.3408239700374532,0.4444444444444444,294
gpt_oss_120b,r3,persona,muslim,none,0.4217687074829932,0.5353522678526809,0.2886115311006361,0.7687074829931972,0.8027210884353742,0.24719101123595505,0.3445692883895131,0.3888888888888889,294
gpt_oss_120b,r3,persona,jewish,none,0.42857142857142855,0.5446865946234063,0.2875442150943144,0.7619047619047619,0.7959183673469388,0.24719101123595505,0.3333333333333333,0.4444444444444444,294
gpt_oss_120b,r3,persona,atheist,none,0.40816326530612246,0.5252052590266877,0.27694159544159547,0.8061224489795918,0.8333333333333334,0.26591760299625467,0.33707865168539325,0.5,294
gpt_oss_120b,r3,persona,hindu,none,0.3945578231292517,0.5121987926537909,0.2679447919769636,0.7925170068027211,0.826530612244898,0.24344569288389514,0.3707865168539326,0.5,294
gpt_oss_120b,r3,baseline,baseline,all,0.524,0.5293029551432005,0.48896976553890165,0.558,0.642,0.26245847176079734,0.3488372093023256,0.49333333333333335,500
gpt_oss_120b,r3,persona,15,all,0.532,0.5363655714768895,0.49148290789466476,0.58,0.632,0.2691029900332226,0.33554817275747506,0.5333333333333333,500
gpt_oss_120b,r3,persona,35,all,0.52,0.5275779964886006,0.4721645449339567,0.576,0.648,0.2724252491694352,0.32558139534883723,0.5866666666666667,500
gpt_oss_120b,r3,persona,65,all,0.516,0.5191269518874508,0.4734467712810189,0.618,0.666,0.29900332225913623,0.3222591362126246,0.5866666666666667,500
gpt_oss_120b,r3,persona,no_formal_education,all,0.538,0.5458742158997046,0.49172384635962335,0.548,0.632,0.2691029900332226,0.30564784053156147,0.5466666666666666,500
gpt_oss_120b,r3,persona,high_school_education,all,0.51,0.5166029988749364,0.46876132253151864,0.6,0.652,0.2691029900332226,0.3554817275747508,0.5866666666666667,500
gpt_oss_120b,r3,persona,higher_education,all,0.514,0.5194933296146516,0.47041898646929664,0.6,0.664,0.292358803986711,0.3222591362126246,0.5733333333333334,500
gpt_oss_120b,r3,persona,male,all,0.51,0.5194458648700224,0.4707100277656567,0.582,0.65,0.26245847176079734,0.3554817275747508,0.5733333333333334,500
gpt_oss_120b,r3,persona,female,all,0.512,0.5183498152032764,0.4646194741340082,0.608,0.668,0.29900332225913623,0.3122923588039867,0.6,500
gpt_oss_120b,r3,persona,not_lonely,all,0.528,0.534380336912754,0.48339399553278906,0.58,0.648,0.27906976744186046,0.31561461794019935,0.5866666666666667,500
gpt_oss_120b,r3,persona,somewhat_lonely,all,0.526,0.5330543927750239,0.4904818593608691,0.572,0.632,0.2591362126245847,0.3521594684385382,0.52,500
gpt_oss_120b,r3,persona,left-wing,all,0.514,0.5200562631694329,0.4633810942199041,0.614,0.674,0.3122923588039867,0.292358803986711,0.6133333333333333,500
gpt_oss_120b,r3,persona,right-wing,all,0.534,0.5404157637706141,0.4879824062653615,0.562,0.646,0.2956810631229236,0.2857142857142857,0.5066666666666667,500
gpt_oss_120b,r3,persona,centrist,all,0.534,0.5427994405202031,0.4866258611731886,0.578,0.63,0.2691029900332226,0.31561461794019935,0.6,500
gpt_oss_120b,r3,persona,white,all,0.544,0.5499296590861272,0.503825336996359,0.576,0.624,0.27906976744186046,0.3089700996677741,0.52,500
gpt_oss_120b,r3,persona,black,all,0.56,0.576493688905042,0.5258393069423667,0.488,0.548,0.1760797342192691,0.3853820598006645,0.49333333333333335,500
gpt_oss_120b,r3,persona,asian,all,0.526,0.53148833174196,0.47563325876888535,0.586,0.654,0.292358803986711,0.29900332225913623,0.5866666666666667,500
gpt_oss_120b,r3,persona,christian,all,0.524,0.5315264704759723,0.48071809356591216,0.594,0.642,0.2757475083056478,0.3289036544850498,0.5866666666666667,500
gpt_oss_120b,r3,persona,muslim,all,0.532,0.5408067356231412,0.4866375722394067,0.568,0.62,0.25249169435215946,0.3388704318936877,0.5733333333333334,500
gpt_oss_120b,r3,persona,jewish,all,0.53,0.54176898505935,0.48545306502807134,0.536,0.62,0.2425249169435216,0.3388704318936877,0.5466666666666666,500
gpt_oss_120b,r3,persona,atheist,all,0.528,0.5359278281874603,0.48226694117220187,0.58,0.636,0.2691029900332226,0.32558139534883723,0.5866666666666667,500
gpt_oss_120b,r3,persona,hindu,all,0.518,0.5265771398258701,0.4765633495669818,0.572,0.632,0.24916943521594684,0.36212624584717606,0.56,500
mistral_medium,r1,baseline,baseline,gender,0.4859154929577465,0.44610520264443804,0.4750566893424036,0.5915492957746479,0.647887323943662,0.30158730158730157,0.49206349206349204,0.3958333333333333,142
mistral_medium,r1,persona,15,gender,0.5,0.43985844663810764,0.48381035160696184,0.5633802816901409,0.6056338028169014,0.23809523809523808,0.6031746031746031,0.3125,142
mistral_medium,r1,persona,35,gender,0.4647887323943662,0.4045518625164493,0.44928769657724327,0.5845070422535211,0.6408450704225352,0.23809523809523808,0.6190476190476191,0.375,142
mistral_medium,r1,persona,65,gender,0.4225352112676056,0.3387489584692761,0.39399925330075014,0.6056338028169014,0.6901408450704225,0.25396825396825395,0.6825396825396826,0.3541666666666667,142
mistral_medium,r1,persona,no_formal_education,gender,0.5352112676056338,0.5012122972673698,0.5365870260703832,0.4507042253521127,0.5352112676056338,0.15873015873015872,0.5873015873015873,0.2708333333333333,142
mistral_medium,r1,persona,high_school_education,gender,0.5,0.45421233981866066,0.4941400063351282,0.5,0.5704225352112676,0.15873015873015872,0.6507936507936508,0.3125,142
mistral_medium,r1,persona,higher_education,gender,0.4647887323943662,0.41013638015078024,0.4527383744103759,0.5704225352112676,0.6408450704225352,0.23809523809523808,0.6031746031746031,0.375,142
mistral_medium,r1,persona,male,gender,0.4788732394366197,0.43182422367110274,0.47609826422638646,0.4859154929577465,0.5845070422535211,0.14285714285714285,0.6825396825396826,0.3125,142
mistral_medium,r1,persona,female,gender,0.4295774647887324,0.3604380969694988,0.4072141025988545,0.6549295774647887,0.6971830985915493,0.2857142857142857,0.6031746031746031,0.4583333333333333,142
mistral_medium,r1,persona,not_lonely,gender,0.528169014084507,0.49811824845441477,0.5315323191700181,0.43661971830985913,0.5492957746478874,0.1746031746031746,0.5555555555555556,0.2708333333333333,142
mistral_medium,r1,persona,somewhat_lonely,gender,0.4788732394366197,0.427752124774416,0.4773937348740498,0.47183098591549294,0.5704225352112676,0.1111111111111111,0.7301587301587301,0.2916666666666667,142
mistral_medium,r1,persona,left-wing,gender,0.3873239436619718,0.322931674618109,0.3607512370670265,0.7676056338028169,0.795774647887324,0.4126984126984127,0.47619047619047616,0.6041666666666666,142
mistral_medium,r1,persona,right-wing,gender,0.5211267605633803,0.4959526522966359,0.5245417021315542,0.3873239436619718,0.5563380281690141,0.15873015873015872,0.5714285714285714,0.22916666666666666,142
mistral_medium,r1,persona,centrist,gender,0.5140845070422535,0.47776625020161356,0.5201812407490947,0.3732394366197183,0.5140845070422535,0.06349206349206349,0.7301587301587301,0.1875,142
mistral_medium,r1,persona,white,gender,0.5352112676056338,0.4989887603831783,0.5371630647933902,0.43661971830985913,0.5211267605633803,0.12698412698412698,0.6349206349206349,0.25,142
mistral_medium,r1,persona,black,gender,0.4788732394366197,0.4313089193911917,0.466142695087425,0.6056338028169014,0.6619718309859155,0.31746031746031744,0.49206349206349204,0.3958333333333333,142
mistral_medium,r1,persona,asian,gender,0.47183098591549294,0.4214237964612553,0.4615449562258073,0.5633802816901409,0.6338028169014085,0.23809523809523808,0.5873015873015873,0.375,142
mistral_medium,r1,persona,christian,gender,0.43661971830985913,0.3615520171493857,0.4119488825356452,0.6338028169014085,0.676056338028169,0.25396825396825395,0.6507936507936508,0.4166666666666667,142
mistral_medium,r1,persona,muslim,gender,0.4647887323943662,0.3905087195884834,0.43701482824338767,0.6619718309859155,0.676056338028169,0.31746031746031744,0.5714285714285714,0.3958333333333333,142
mistral_medium,r1,persona,jewish,gender,0.47183098591549294,0.4189073836961161,0.4518518518518519,0.6971830985915493,0.7253521126760564,0.4444444444444444,0.3968253968253968,0.4166666666666667,142
mistral_medium,r1,persona,atheist,gender,0.5633802816901409,0.5354092844593992,0.5624383368569416,0.4647887323943662,0.5352112676056338,0.2222222222222222,0.47619047619047616,0.2708333333333333,142
mistral_medium,r1,persona,hindu,gender,0.4647887323943662,0.39158258617615543,0.4409586429717227,0.6126760563380281,0.6408450704225352,0.23809523809523808,0.6507936507936508,0.375,142
mistral_medium,r1,baseline,baseline,race_ethnicity,0.5906432748538012,0.526042241517741,0.4282253783154284,0.5029239766081871,0.5964912280701754,0.6274509803921569,0.23529411764705882,0.6666666666666666,171
mistral_medium,r1,persona,15,race_ethnicity,0.6023391812865497,0.559686115139358,0.45506902051366666,0.391812865497076,0.49707602339181284,0.3333333333333333,0.5294117647058824,0.5555555555555556,171
mistral_medium,r1,persona,35,race_ethnicity,0.5906432748538012,0.5460883014302184,0.4433179112749705,0.4093567251461988,0.5263157894736842,0.39215686274509803,0.47058823529411764,0.5925925925925926,171
mistral_medium,r1,persona,65,race_ethnicity,0.5411764705882353,0.4910471228118287,0.39048906005427747,0.4117647058823529,0.5882352941176471,0.43137254901960786,0.49019607843137253,0.5925925925925926,170
mistral_medium,r1,persona,no_formal_education,race_ethnicity,0.5847953216374269,0.5723304745689822,0.4692291206215256,0.30994152046783624,0.49707602339181284,0.27450980392156865,0.5098039215686274,0.5555555555555556,171
mistral_medium,r1,persona,high_school_education,race_ethnicity,0.5672514619883041,0.5431892739980032,0.4257452574525746,0.32748538011695905,0.5029239766081871,0.23529411764705882,0.6274509803921569,0.5555555555555556,171
mistral_medium,r1,persona,higher_education,race_ethnicity,0.6023391812865497,0.5488345195307813,0.44137459615868685,0.4269005847953216,0.5087719298245614,0.37254901960784315,0.5098039215686274,0.5925925925925926,171
mistral_medium,r1,persona,male,race_ethnicity,0.5789473684210527,0.5520956978765934,0.4470771708440784,0.3333333333333333,0.49707602339181284,0.2549019607843137,0.6078431372549019,0.5185185185185185,171
mistral_medium,r1,persona,female,race_ethnicity,0.5789473684210527,0.517742215537533,0.4010836555897839,0.45614035087719296,0.5497076023391813,0.43137254901960786,0.47058823529411764,0.6666666666666666,171
mistral_medium,r1,persona,not_lonely,race_ethnicity,0.5730994152046783,0.5574449200272216,0.4488313504835928,0.30409356725146197,0.5029239766081871,0.2549019607843137,0.5686274509803921,0.5185185185185185,171
mistral_medium,r1,persona,somewhat_lonely,race_ethnicity,0.5497076023391813,0.5338585396871585,0.4267156444100649,0.2982456140350877,0.52046783625731,0.23529411764705882,0.6274509803921569,0.5185185185185185,171
mistral_medium,r1,persona,left-wing,race_ethnicity,0.5964912280701754,0.5186429068482754,0.40454631289257076,0.5555555555555556,0.5906432748538012,0.6274509803921569,0.23529411764705882,0.8148148148148148,171
mistral_medium,r1,persona,right-wing,race_ethnicity,0.543859649122807,0.5389046985931728,0.4455108262817322,0.2807017543859649,0.5614035087719298,0.3333333333333333,0.45098039215686275,0.5555555555555556,171
mistral_medium,r1,persona,centrist,race_ethnicity,0.5146198830409356,0.5223547638472962,0.42593814495111554,0.19298245614035087,0.52046783625731,0.11764705882352941,0.7450980392156863,0.4074074074074074,171
mistral_medium,r1,persona,white,race_ethnicity,0.5789473684210527,0.5569818856083298,0.44498644986449865,0.32748538011695905,0.49122807017543857,0.23529411764705882,0.6078431372549019,0.5555555555555556,171
mistral_medium,r1,persona,black,race_ethnicity,0.5964912280701754,0.5208247892458419,0.4162097162097162,0.49707602339181284,0.5555555555555556,0.5098039215686274,0.4117647058823529,0.6296296296296297,171
mistral_medium,r1,persona,asian,race_ethnicity,0.6081871345029239,0.5525594892985217,0.4447047852188611,0.4327485380116959,0.5029239766081871,0.37254901960784315,0.5098039215686274,0.5925925925925926,171
mistral_medium,r1,persona,christian,race_ethnicity,0.5555555555555556,0.49837914023960544,0.3799232636441938,0.4444444444444444,0.5614035087719298,0.39215686274509803,0.5294117647058824,0.7037037037037037,171
mistral_medium,r1,persona,muslim,race_ethnicity,0.5789473684210527,0.5047773920838937,0.39568231332937215,0.47953216374269003,0.5614035087719298,0.47058823529411764,0.47058823529411764,0.6296296296296297,171
mistral_medium,r1,persona,jewish,race_ethnicity,0.5964912280701754,0.5164052430046694,0.414802239626112,0.543859649122807,0.5906432748538012,0.6274509803921569,0.27450980392156865,0.7037037037037037,171
mistral_medium,r1,persona,atheist,race_ethnicity,0.6081871345029239,0.5811801366932199,0.4745419868582248,0.3333333333333333,0.4853801169590643,0.29411764705882354,0.5098039215686274,0.5185185185185185,171
mistral_medium,r1,persona,hindu,race_ethnicity,0.5847953216374269,0.5209319951845279,0.4078136608653041,0.4502923976608187,0.5321637426900585,0.39215686274509803,0.5294117647058824,0.6296296296296297,171
mistral_medium,r1,baseline,baseline,religion,0.6435643564356436,0.6182209824035839,0.48015781221888093,0.42574257425742573,0.504950495049505,0.42857142857142855,0.3142857142857143,0.6666666666666666,101
mistral_medium,r1,persona,15,religion,0.6336633663366337,0.6052428948821363,0.4546970075852297,0.42574257425742573,0.48514851485148514,0.34285714285714286,0.45714285714285713,0.6666666666666666,101
mistral_medium,r1,persona,35,religion,0.6336633663366337,0.5993668673447038,0.44429870170794733,0.43564356435643564,0.4752475247524752,0.3142857142857143,0.5142857142857142,0.6666666666666666,101
mistral_medium,r1,persona,65,religion,0.594059405940594,0.5664153063955044,0.42740540540540534,0.40594059405940597,0.5247524752475248,0.34285714285714286,0.5142857142857142,0.5555555555555556,101
mistral_medium,r1,persona,no_formal_education,religion,0.6435643564356436,0.6546029996390669,0.5106543404143719,0.3069306930693069,0.46534653465346537,0.3142857142857143,0.3142857142857143,0.6666666666666666,101
mistral_medium,r1,persona,high_school_education,religion,0.6039603960396039,0.6066898327463409,0.4590891493330518,0.3465346534653465,0.504950495049505,0.3142857142857143,0.42857142857142855,0.6666666666666666,101
mistral_medium,r1,persona,higher_education,religion,0.6336633663366337,0.6083952145214522,0.4548611111111111,0.4158415841584158,0.4752475247524752,0.3142857142857143,0.4857142857142857,0.6666666666666666,101
mistral_medium,r1,persona,male,religion,0.6336633663366337,0.6269596599128604,0.48898855729975277,0.3564356435643564,0.4752475247524752,0.3142857142857143,0.42857142857142855,0.5555555555555556,101
mistral_medium,r1,persona,female,religion,0.6237623762376238,0.5875216245221931,0.4390001815650911,0.44554455445544555,0.504950495049505,0.37142857142857144,0.45714285714285713,0.6666666666666666,101
mistral_medium,r1,persona,not_lonely,religion,0.6534653465346535,0.6580574637640204,0.5245488093178804,0.31683168316831684,0.45544554455445546,0.3142857142857143,0.34285714285714286,0.5555555555555556,101
mistral_medium,r1,persona,somewhat_lonely,religion,0.594059405940594,0.5876068193532036,0.44904611254913235,0.3564356435643564,0.5148514851485149,0.3142857142857143,0.4857142857142857,0.5555555555555556,101
mistral_medium,r1,persona,left-wing,religion,0.6336633663366337,0.5776479463862355,0.4256226138903725,0.5148514851485149,0.5346534653465347,0.4857142857142857,0.34285714285714286,0.7777777777777778,101
